CIS*3090,CIS,3090,Parallel Programming,F,3,1,0.5,"This course examines the current techniques for design and development of parallel programs targeted for platforms ranging from multicore computers to high-performance clusters, with and without shared memory. It includes theoretical models for, and hardware effects on, parallel computation, the definitions of speedup, scalability, and data- versus task-parallel approaches. The course will also examine strategies for achieving speedup based on controlling granularity, resource contention, idle time, threading overhead, work allocation, and data localization. ","(CIS*2030 or ENGG*3640), CIS*3110",,,,School of Computer Science,
CIS*3110,CIS,3110,Operating Systems I,W,3,1,0.5,"This course covers operating systems in theory and practice by focusing on the components in a system: scheduling, resource allocation, process management, multi-programming, multi-tasking, I/O control, file systems, and mechanisms for client-server computing using examples from contemporary operating systems. ","CIS*2520, (CIS*2030 or ENGG*2410).",,,,School of Computer Science,
CIS*3120,CIS,3120,Digital Systems I,W,3,2,0.5,"This course examines Boolean algebra, minimization of Boolean expressions, design of combinational and sequential logic circuits, memory design, control, ALU, bus design, microprogramming and CPU design. ","CIS*1910, CIS*2500",,,,School of Computer Science,
CIS*3130,CIS,3130,System Modeling and Simulation,F,3,2,0.5,"This course examines discrete simulation based on event queues and random number generation. The topics covered include discrete-event simulation models, random number generators, generating random variates and processes, input modeling, model verification and validation. Application areas such as manufacturing, services, and computing are highlighted. ","CIS*2500, STAT*2040",,CIS*2460,,School of Computer Science,
CIS*3150,CIS,3150,Theory of Computation,F,3,0,0.5,"This course explores the theory of computation including automata theory, Turing machines and their variants, formal languages, parsing, the Halting problem, undecidability, and NP-completeness. ","CIS*2750, CIS*3490",,,,School of Computer Science,
CIS*3190,CIS,3190,Software for Legacy Systems,W,0,0,0.5,"This course is an introduction to legacy software systems used in business, manufacturing, and engineering. Topics include COBOL programming, mainframe systems, and integration of legacy systems with contemporary computing systems. ",CIS*2500 or work experience in a related field.,,,,School of Computer Science,Offered through Distance Education format only.
CIS*3210,CIS,3210,Computer Networks,F,3,1,0.5,"This course covers the high-level (protocol) oriented aspects of computer networks, specifically: application, session, transport and network layers. It includes the Internet, socket-level programming, multimedia and quality of service issues. The hardware aspects (switches, LANs, modems, transmission paths) are only covered at a functional level. ",CIS*3110,,,,School of Computer Science,
CIS*3250,CIS,3250,Software Design III,F,3,3,0.5,"This course will examine the historical development of design methodologies and working with legacy systems. It will include an examination of programming paradigms and trends in software design from the past and present. The course has an applied focus and will involve software design and development experiences in teams, a literacy component, and the use of software development tools. ","CIS*2250, CIS*2500",,,,School of Computer Science,
CIS*3260,CIS,3260,Software Design IV,F,3,3,0.5,"This course is a study of software architectures and system design methodologies. This will include advanced techniques for project management and experience evaluating software tools. The course has an applied focus and will involve software design and development experiences in teams, a literacy component, and the use of software development tools. ","CIS*2750, CIS*3250, CIS*3760",,,,School of Computer Science,
CIS*3490,CIS,3490,The Analysis and Design of Computer Algorithms,W,3,2,0.5,"The design and analysis of efficient computer algorithms are studied. Topics which will be studied include: standard methodologies, asymptotic behaviour, optimality, lower bounds, implementation considerations, graph algorithms, matrix computations (e.g. Strassen's method), NP-completeness. ","[CIS*1910 or (CIS*2910 and ENGG*1500)], CIS*2520",,,,School of Computer Science,
CIS*3530,CIS,3530,Data Base Systems and Concepts,F,3,1,0.5,"This course is a study of data organization and data management principles with the perspective of analyzing applications suitable for implementation using a DBMS. This will include an analysis of several data base models, query specification methods, and query processing techniques. Overview of several related issues including concurrency control, security, integrity and recovery. Students will demonstrate concepts through project assignments. ",CIS*2520,,,,School of Computer Science,
CIS*3700,CIS,3700,Introduction to Intelligent Systems,W,3,1,0.5,"This course covers the core topics of Artificial Intelligence, namely: agents and environment, search, knowledge representation, reasoning, and learning. The last three topics are covered using logic as the common formalism for coherence. The course introduces a broad range of basic concepts, terminology, and applications, in addition to providing some specific, widely applicable methodologies. ","(CIS*3750 or CIS*3760), (CIS*2460 or STAT*2040)",,,,School of Computer Science,
CIS*3750,CIS,3750,System Analysis and Design in Applications,"F,W",3,2,0.75,"This course is an introduction to the issues and techniques encountered in the design and construction of software systems, focusing on the theory and models of software evolution. Topics include requirements and specifications, prototyping, design principles, object-oriented analysis and design, standards, integration, risk analysis, testing and debugging. ",CIS*2750,,,,School of Computer Science,
CIS*3760,CIS,3760,Software Engineering,"F,W",3,2,0.75,"This course is an examination of the software engineering process, the production of reliable systems and techniques for the design and development of complex software. Topics include object-oriented analysis, design and modeling, software architectures, software reviews, software quality, software engineering, ethics, maintenance and formal specifications. ",CIS*3750,,,,School of Computer Science,
CIS*4010,CIS,4010,Cloud Computing,W,3,0,0.5,"This course introduces students to fundamentals of cloud computing and software development for cloud platforms. It covers topics such as virtualization, architecture of cloud systems, programming for the cloud, resource management, as well as privacy and security issues. ",CIS*3110,,,,School of Computer Science,
CIS*4020,CIS,4020,Data Science,F,3,1,0.5,"Data Science focuses on extracting the important relations in data. The course is intended as a survey of the discipline and focuses on applied computational methods for data analysis. Topics include algorithms, computational and machine learning methods, software tools, and modeling, as they apply to the analysis of and discovery in big data. ","CIS*2750, MATH*1160, STAT*2040",,,,School of Computer Science,Offered in odd-numbered years.
CIS*4030,CIS,4030,Mobile Computing,W,3,0,0.5,"This course introduces students to mobile computing and mobile application development. It examines mobile technology, application development, user interaction, data storage, and software tools. ","CIS*2030, CIS*2750, CIS*3110",,,,School of Computer Science,
CIS*4050,CIS,4050,Digital Systems II,F,3,1,0.5,"This course examines central processor architectures, control and microprogramming, memory systems, special architectures, underlying support for special architectures, architectures suitable for very large scale integration. ","CIS*3110, CIS*3120",,,,School of Computer Science,Offered in even-numbered years.
CIS*4150,CIS,4150,Software Reliability and Testing,F,2,2,0.5,"This course serves as an introduction to systematic methods of testing and verification, covering a range of static and dynamic techniques and their use within the software development process. Concepts such as defining necessary reliability, developing operational profiles, techniques to improve and predict software reliability, preparing and executing tests, black box testing, white box testing, unit testing, system testing, and integration testing will be explained. ",CIS*3750 or CIS*3760,,,,School of Computer Science,
CIS*4250,CIS,4250,Software Design V,W,0,6,0.5,"This is a capstone course which applies the knowledge gained from the previous Software Design courses to a large team project. The course has an applied focus and will involve software design and development experiences in teams, a literacy component, and the use of software development tools. ","CIS*2750, CIS*3260",,,,School of Computer Science,
CIS*4300,CIS,4300,Human Computer Interaction,F,2,2,0.5,"This course examines the methods for user interface software design, including interface representations and testing. Topics which will be studied include the evaluation and design of sample application systems, impacts of computer-based information systems on individuals and organizations, implementation and testing tools, and planning of learning stages and design of assistance subsystems. ","CIS*3110, (CIS*3750 or CIS*3760)",,,,School of Computer Science,
CIS*4450,CIS,4450,Special Topics in Information Science,U,3,1,0.5,"A variety of advanced topics mainly from areas within general information processing. Subject areas discussed in any particular semester will depend on the interests of the students and the instructor. Students should check with the School of Computer Science to determine what topic will be offered during specific semesters and which prerequisites, if any, are appropriate. ",,,Instructor consent required.,,School of Computer Science,
CIS*4500,CIS,4500,Special Topics in Computing Science,U,3,1,0.5,"A variety of advanced topics within Computing Science. Subject areas discussed in any particular semester will depend upon the interests of both the students and the instructor. Students should check with the School of Computer Science to determine what topic will be offered during specific semesters and which prerequisites, if any, are appropriate. ",,,Instructor consent required.,,School of Computer Science,
CIS*4510,CIS,4510,Computer Security Foundations,F,3,2,0.5,"This course covers basic concepts and practices in computer and network security. This includes topics such as fundamental concepts of computer security, network security, threat landscape, threat intelligence and attack methods, ethical hacking concepts and other hacking techniques, security technology and security policies, and cloud security. ",CIS*3210,,CIS*4110,,School of Computer Science,
CIS*4520,CIS,4520,Introduction to Crytography,W,3,2,0.5,"This course is an introduction to the foundations of modern cryptography, with an eye toward practical applications. Topics covered include classical systems, information theory, mathematical background material, symmetric and asymmetric crypto-systems and their cryptanalysis, hash functions and message authentication (MAC), provable security, key-exchange and management, authentication and digital signatures. Importance of learning Cryptography in Digital Forensics will also be discussed ",CIS*3490,,CIS*4110,,School of Computer Science,
CIS*4650,CIS,4650,Compilers,W,3,1,0.5,"This course is a detailed study of the compilation process. Topics include interpreters, overall design implementation of a compiler, techniques for parsing, building and manipulating intermediate representations of a program, implementation of important features, code generation and optimization. ","CIS*2030, CIS*3110, CIS*3150",,,,School of Computer Science,
CIS*4720,CIS,4720,Image Processing and Vision,W,3,1,0.5,"This course is an introduction to the process of image processing. Emphasis is placed on topics such as image enhancement, segmentation morphological analysis, texture analysis, visualization and image transformations. Applications of image processing in medicine, forensics, food and security are surveyed. ","CIS*2750, CIS*3110, (CIS*2460 or STAT*2040)",,,,School of Computer Science,Offered in odd-numbered years.
CIS*4780,CIS,4780,Computational Intelligence,U,3,1,0.5,"This course introduces concepts of soft computing: modelling uncertainty, granular computing, neurocomputing, evolutionary computing, probabilistic computing and soft computing for software engineering. ","CIS*3490, (CIS*3750 or CIS*3760), (CIS*2460 or STAT*2040)",,,,School of Computer Science,Offered in odd-numbered years.
CIS*4800,CIS,4800,Computer Graphics,W,3,1,0.5,"This course is an introduction to computer graphics. Topics include graphics programming concepts, geometrical transformations, viewing 3-D projections, raster graphics, sculptured surfaces, visible surface determination, image processing and other special topics. Practical issues will be covered by assignment using currently available graphics equipment. ","CIS*3110, (CIS*3750 or CIS*3760)",,,,School of Computer Science,Offered in even-numbered years.
CIS*4820,CIS,4820,Game Programming,W,3,1,0.5,"This course will focus on the components found in modern 3-D game engines. It will emphasize the algorithms and data structures required to create real-time computer graphics, sound and network communications. ","CIS*3110, (CIS*3750 or CIS*3760)",,,,School of Computer Science,Offered in odd-numbered years.
CIS*4900,CIS,4900,Computer Science Project,"S,F,W",0,6,0.5,"Planning, developing and writing a research proposal under individual faculty supervision. The course, in continuation with CIS*4910 provides senior undergraduates an opportunity to pursue an independent course of study. The topic selected will be determined by agreement between the student and the faculty member with expertise in the area. ",7.00 credits in CIS,,Instructor consent required.,,School of Computer Science,
CIS*4910,CIS,4910,Computer Science Thesis,"S,F,W",0,6,0.5,This course is a continuation of CIS*4900. The student will conduct and write an undergraduate thesis under the individual supervision of a faculty member. In addition the student is required to present their work in a seminar and also participate in the critical analysis and review of the work of other students taking this course. ,CIS*4900,,Instructor consent required.,,School of Computer Science,
